Customer ID: 00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 32.0 years.
Customer ID: 0c27ea2a61104bc67c6a2b85099f0ff46647c57cc2b837ad02bdad21b2a5d8dc, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 26.0 years.
Customer ID: 0c283e444eee4e2c0c9e0a0cf1de3fa3770d8f2590d5215a31c8fd8c16af920d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 63.0 years.
Customer ID: 0c2fdfed3d65bba63bf5249908af727533bc18c1b951938fb39d48908a9d4ca7, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 53.0 years.
Customer ID: 0c30ef0fad7a62b0dcdb98bcc9701242215d9545ea2f1dec7f9b69e2e6223843, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 19.0 years.
Customer ID: 0c35b9983cd3d2901cbc70dcae0fc868c71942ad5d36205c6726defb646d6131, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 0c36a2427278335a7e85727d8ca69e65b75d4f755bf97d51633d5eb84586c018, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 25.0 years.
Customer ID: 0c3806e12b1b946b3cc851a27cbdce3e75b95640405fe3c1ccbcaac79aa84f80, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 0c4611ebaeab7691a2677e826992d27c9f523078777be3b7d664a2601bbe0f71, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 0c4bed26d668a494eb32f34c2a824a9dc21db3c104635199c700682d899949c2, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 42.0 years.
Customer ID: 0c4c518e5d1eaf3fc39f93463c2406ad8b659d6c22c9107179e3992f647b12aa, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 52.0 years.
Customer ID: 0c51ce365aadc7dde2bc410c324283d6c84775d6f9f1683168cb75099e766a61, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 71.0 years.
Customer ID: 0c5d98d1bf9a00ad5c863d380353ab900e6cad36fc8d809254c64ed9a6cb8456, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 52.0 years.
Customer ID: 0c5dd6aa71b363ce73f7f7b4589211574dc8f87ca6b25fe5b3fb697d836a543d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 57.0 years.
Customer ID: 0c66f6cd64c93b8ec7239cc05fb84e964955b823d9c208a18842f4cbb954775c, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 0c67ab649f2ead6eb756acb5fd3fca71880ff7a31190897430f48cd286100824, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 26.0 years.
Customer ID: 0c939a707227f8fbe2acf4c9e58f331f564c377ccfb58c4365c73542d95a5655, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 50.0 years.
Customer ID: 0c9c0e1a6d8e63951adef3ccf4091ab10c38517344cb9344026f48e94c6edef2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 43.0 years.
Customer ID: 0ca63913bf53028b11ad215f81135c8942dad688a074dd1ddab787ddad0188eb, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 0cb4669541f2a045f79802034d532406788caecb9661cc9bae78ac81f72dbd03, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 60.0 years.
Customer ID: 0cb7dcbac84cef651ca78a8ff84bb89f3345ae742040cd9adde336e56cf9ae42, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 55.0 years.
Customer ID: 0cc7a1fe773643e290f8b21e1ad2cb50ce874c7d429440dcf750606a58e92f0a, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 26.0 years.
Customer ID: 0cc7b8b7d5bf39e539a2ae2f8685287f3648e5b1ffca4a68ad4e5c78735c7aa0, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 32.0 years.
Customer ID: 0cc7e8c8bcbf1aade96932a0a5e0ce0efc37ee82e17c63e87bdce5283935d8a1, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 20.0 years.
Customer ID: 0cc82ebae4e0e50bb78179242d10f44e120e3bdb694b91334c34491fbfa06432, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 35.0 years.
Customer ID: 0cd1f01e77528936789a8385bbe26b4ddef8057ca96a5226dbfb601e54f8a034, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 26.0 years.
Customer ID: 0cd83cee87a41497d85c2d56c05b52ca80ef8d049f8dc0a015ea0fca088f3f27, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 45.0 years.
Customer ID: 0cd8b08fdf0eb0c8108dcb257e546dea6f7720e7c2273bcad45e314628c02933, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 51.0 years.
Customer ID: 0ce6ca7f19c9c56a36be719271eb6e63fed07fe1259a1cec7f48f26f5645d626, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 33.0 years.
Customer ID: 0cfb83c3fd6e7ae336d441fd7c63593eb07bf1a119cde9cbb42e92a29e049722, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 29.0 years.
Customer ID: 0d095dae4ebc6885192f31ced67dff5710469e4a4cbcce69f98df19938369e26, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 52.0 years.
Customer ID: 0d11f9dac42550c2c48d213bd3c1882c06b8668e7bffaee2c115cf0e2977b3e9, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 0d17501b09341e1609c66b8762aca222d98e863af07579722674e4de443186dc, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 30.0 years.
Customer ID: 0d17f80365b357f776acee2e67f1d919bead467c0beba92ebf981939978c68b3, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 44.0 years.
Customer ID: 0d1a261c2b26c7a7d05a599bcb31778e0d1123e3baf028723153cc21e8eb0a40, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 67.0 years.
Customer ID: 0d251c11c371ec84e0900f3ddb5628f785edf1352e4573f157f7cf8a2353d714, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 0d35f897ccfda4886fac9c0f4794976b61ff0c8f879a76c253340b7e27dad0d3, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 0d383b296962b98945200b8699f7c8110f151e0321382cffb5164894e113ab2a, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 56.0 years.
Customer ID: 0d407f91c43e757976e9058eefaa3a8e0e580c025ef5bc75c0558eab071ea130, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 0d445169560693ae436f796fa1b2cf84328146e3628efa5cdbe2d771ca4ac7a5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 0d463be007c5a235578c44c7f25fcd4102444a288f0cf51cb1eb2909394da8ca, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 33.0 years.
Customer ID: 0d558d8bdf047da73cdaaefe113ab4e12200c89fa3f804d98a99ed34fe81a4cc, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 0d5d8ff8ffec1f82813a94e8e9c98289350d7e9bdb0818ebf86c8f85d1b4c3f5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 22.0 years.
Customer ID: 0d69ab478dae8ea5de39d121cb81745c476cc202ea83032e83166c6a1da3a394, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 38.0 years.
Customer ID: 0d726f3764814e293259e3f0d82b293a9ce2fab08ef97977662a026a37bab561, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 57.0 years.
Customer ID: 0d7336269f7459c495589ef4dd6c900ce4fe79b7fb4402d7deaf73988ebc4938, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 29.0 years.
Customer ID: 0d742cb2cdd7d4f7708eb9b6b3e72ca4b8d1688cfa350a6dbfed383f3db7d2eb, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 49.0 years.
Customer ID: 0d784dd0de0aeb1e23101e2bad64b54ce6411a5ceb6d280517aae2b8b45ca54b, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 32.0 years.
Customer ID: 0d7b48b60121ce3f9bc011335167e5f8a26692e1ca5b4436336ed2cd22ba5ab7, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 0d7d79173d08657e34f2f19e545f66eebc9a894856a056ff6555785d1e042d69, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 68.0 years.
Customer ID: 0d85c62c90b562c25347bfc7b85d0e42cfdbe66ab2c23f269754c892a12449d4, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 0d885e774450afd654ff216eecee6ba109364dd54c388022209c8c0c7247fb01, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 33.0 years.
Customer ID: 0d8e938ac892ee9e1faaf0e6c15a666196014da48c7e051e9368a33c9d68e282, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 0d8f74345c51532364a653002702d60bd7826b62ca905ed009260bd3adb1efce, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 59.0 years.
Customer ID: 0d8fe212fd4e1d2d9924cb7892b9d4bad9fd84c1b4fd1bc9575176d532351eb7, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 0d9206fe34110ef10e44c7a0c27f45b302197ac15f859a24c65009b5ce7802b9, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 0d9678fc011c9453c1f8169dec2081a55fbd13504c92686ede8b909181ef5c42, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 30.0 years.
Customer ID: 0d9d15801221b615d08731fed081e60a61aaa0b1b29685204295cca2d13c1269, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 21.0 years.
Customer ID: 0db0e84d95165c5a6dcc0e64759470ae32ab438e604bb5aaa26a95aeb82eb797, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 50.0 years.
Customer ID: 0db7e2e301c3fad2c9a6d29216912b4c65a545a50e96b994486b4c7c1942e363, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 0dbd0a8d5106aa931a820f78cebcf8c062657014740b7c27f6046d260350ace1, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 0dc6df3e1eebb41d33c6f7a2e9a8957604d7e16b57f5f850e9d0b34f1e05ed90, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 0dd21e8354cad847479a2815661b39d5cb5804383acbd4587b36ce4b6267b4f7, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 62.0 years.
Customer ID: 0ddbcdb56f7e67437ab2d0a9dd6bdaccceb9d1c46a70be7ad1c42fb47856c811, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 36.0 years.
Customer ID: 0ddcd6055c5830c1fda493843d051edb04ce1bf888aa4becf5b839628396541d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 29.0 years.
Customer ID: 0ddeadaf72adc0fc30a66dcd82683dd747123ea7f36f180fee9b93aabd24e6fc, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 56.0 years.
Customer ID: 0de2d501f058ff81b8dfd283c3082a97a63fbd4fa1b3dbd7227868fa3b8482cc, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 49.0 years.
Customer ID: 0dedb245fedc7dcbdd4a2d21b9d01caec8d76b8fed543f9f61235eaaaf24dfd9, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 57.0 years.
Customer ID: 0df813645d628eddced39032ba8f1ed0a2f369f8619cad11afb782645393ed56, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 26.0 years.
Customer ID: 0df99ab5b356e5024a57e3f27607cd870fee41d3d98603b8f53ade3fe9d2645d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 38.0 years.
Customer ID: 0dfbe8513c84406814488493c20a51c7635af0d89b37f96f77b207d64bab665e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 0dfd4f1aa8b724e22721d8d26cd6b2e74c1687bdeb024455f3f8d6d1a2a4a337, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 63.0 years.
Customer ID: 0dfd804c283ff9b72f438c741cfe6791f668391d27d319d73c8c5c5943ba6214, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 75.0 years.
Customer ID: 0e044cb5ba6b1ef57d26ca6ea52914c18e6e6da35aa7b5f3a1720867e3723420, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 29.0 years.
Customer ID: 0e051f89a30e41120135284410cc482ea27963e31fb6e04118fd6d400d972289, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 52.0 years.
Customer ID: 0e0b288215fc998d58bc372ef0f36345831da10b589ab0c77d91492bbb84bcc9, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: , Age: 48.0 years.
Customer ID: 0e129e8643d295d3f00e0d57f55d7d8dff13b82592f590a3233a1b27a3783ab4, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 0e1ca3cd38b0fd1727ef7cc963d8f5ac1f37617593d57f1b497ffa74b0937c2c, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 0e2680a609f861f7ed2991d2fd653f4194bcf00413f362f672dfd83a9cbd02e4, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 0e2d2c7ddef3d3feaf27f5379b53352e66c3d3b7901c48eb10ab5e9ab6c427c1, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 35.0 years.
Customer ID: 0e332b696b33cd6cf1a826fe37b3ce779bb99e1602a07f3863ddfb92f476f65e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 0e371b2ca86ff3112d67da14af88dc8d2dc50d26fd5d863b7a0c638834e502de, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 50.0 years.
Customer ID: 0e481ee93f9e30083f152c0e5d07183539b983d1443c5b851fbd8cda4f6c9ab1, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 20.0 years.
Customer ID: 0e4d986c7b54788b33e9f5959f240bc86d5a9bf4bf087d948457016bc8567184, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 0e5c200873968ec299c33f41f00ad1da25b91cce52b4adf4d7725575f27315b2, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 51.0 years.
Customer ID: 0e612e751ba18eb3cb7463199f6a071301c212c93b95080e1bb8c0dfc1befcc3, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 48.0 years.
Customer ID: 0e694a5d4c7397bde75421b8e6e1c00a15a6bb7e320436a01668cf359a35faba, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 53.0 years.
Customer ID: 0e701adf516c70441ef1ba26760791c02f49a00cdf0f7eeb77d0321128dcfe31, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 33.0 years.
Customer ID: 0e70221235e4ab78e2e7191b774b9114053618e70d00be38b1f358a010536088, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 66.0 years.
Customer ID: 0e7864874476b44f2a1f22aca2e5d9ba1397da4ff9eafe52f4ba2a60774a0fcd, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 48.0 years.
Customer ID: 0e7adb227657cb54524f815440a73d5cebf3da3871dbdc4033797b774f8a30b3, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 54.0 years.
Customer ID: 0e809c8be2b15b7ede6db232aa184a0a1145bca0264ae9868c13aeaa70f35430, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 61.0 years.
Customer ID: 0e8daa21791f4e32521cf9747be221e553c704d6a054713d6f21da15291c9dd5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 54.0 years.
Customer ID: 0e8e2c9cd7fe48765892e7764b57a86157b3cba0baab394cba5e93587e55e4d7, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 0e91fe351e35b58a23faf8a9e1d486e9c254c044484bce94457ecda2462766cd, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 65.0 years.
Customer ID: 0e9714e1c8fbde6d0ff1375d72ef2e2c56d92fe90cd5db29e92429c04213abe1, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 0ea3deebf9f7b3816984b07c7ecc7cae556be7d7f2ceb7988013fd47f6241000, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 44.0 years.
Customer ID: 0eabf0578ed2a39544b248a3fea2c14b0515fe28938dadcb913fb75a97e645ef, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 55.0 years.
Customer ID: 0eade08320eed7c084a31a0fbfb1ad59924fdf91a7805f7f71c8a136add20964, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 0eb32132802f72836950efaea77cd0e39507148ca1841ddfb1bd038c4e1d6b40, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 26.0 years.
Customer ID: 0ed4b977235342d09deab7ec593440d32da4891b56fc4480da0060be21520af2, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 54.0 years.
Customer ID: 0ed592eb9f561ea59ec8914cac27790ef0317360d639ebca4f4cb29a1acc250f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 26.0 years.
Customer ID: 0ee0761264fd191e4b9b9660fd101a9973808b55e395f4e6761f758a71b45122, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 35.0 years.
Customer ID: 0eeeb900d9de9f44fc02cfc235aef4095aecfff41a4fd6b84d282009d5509466, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 30.0 years.
Customer ID: 0ef5c0967e28c42d81fd6012fb3b4a223db775186572868e82194399da874a57, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 0ef6f1148272b654ee0979dd5a38c79490b2e5f577635209197d4e1df879329a, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 0ef90201d7fae0b2ee23e4c19b571320d8f12402b42bc37d682719da261b60b8, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 0f05d886bc884ce356ab4ca948af9e81d76550712307d0e9556acd32e427e89d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 55.0 years.
Customer ID: 0f060a876b199258eaec48a905152576e44bdf6b8c30a3f16a60ea3175742974, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 56.0 years.
Customer ID: 0f1296347a39cb36489e5246f54b34879abd3929317306906d1f07322cefda46, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 24.0 years.
Customer ID: 0f15d40a54df79e0c03417796b22d4a2bf0ee5612d7ff976ca1ca181a53e64d0, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 0f25880d94e6fc59d790a873226f16aa0847262b53a0b0055ffe17bad781abea, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 39.0 years.
Customer ID: 0f29711095a6a276a5e0c30c2f8bf8bbf4bf0ae845938afa6da9d34acd4f79ac, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 57.0 years.
Customer ID: 0f2c38259fff09a8484646370f99a831029e82b20c94ba525a3c702709aae633, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 0f2d7ce9f9921257a37631ea9762696afc151a402a78ca0a0baa3f30029b818a, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 25.0 years.
Customer ID: 0f30ab69aec62d674fe799304a00dc862a12a2fabe6c607cb487e2ecd94f2810, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 0f3147baed721c525d6f3fb5cd632e6eb6c692cfa548030381749de761a8a719, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 0f32913a7535c630df49e19fc2e6a20fae16ac0b5745c86fe70e8c1d743f3ddb, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 58.0 years.
Customer ID: 0f35d2addc119d1448bbad029206e2dc4e72ee0d5b74a5383db79aa10c089e6f, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 0f4db308f4cca98c671403b4f64a8c197bfa36d51d1b8a328d02a438ec5cba43, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 0f595543c6ff3373d18a25746fc576d9825deabbb5dda04ed7f812937d90490d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 55.0 years.
