article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0669517002,669517,&DENIM Skinny ankle RW trash,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1774,OL Extended Sizes,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button, skinny legs and raw-edge hems with slits."
0669522002,669522,RIPPLE MUSCLE HOOD,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,"Top in soft sweatshirt fabric with a lined drawstring hood, kangaroo pocket, zipped pocket on one sleeve and ribbing around the cuffs and hem. Muscle fit – a fit designed to showcase the physique. Narrow shoulders and tapered sleeves create a flattering silhouette."
0669544001,669544,Chexx pants,272,Trousers,Garment Lower body,1010004,Check,43,Dark Red,2,Medium Dusty,18,Red,5956,Woven inactive from s1,F,Menswear,3,Menswear,21,Contemporary Casual,1009,Trousers,"5-pocket trousers in slightly stretchy twill with a regular waist, zip fly and slim legs."
0669552001,669552,Nutella Hipster Peoni Low,286,Underwear bottom,Underwear,1010016,Solid,43,Dark Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in lace with a low waist, lined gusset, wide sides and cutaway coverage at the back."
0669552002,669552,Nutella Hipster Peoni Low,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in lace with a low waist, lined gusset, wide sides and cutaway coverage at the back."
0669562001,669562,MALDON MOCKNECK,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,Fine-knit jumper in a modal and cotton blend with a ribbed turtle neck and long sleeves.
0669605003,669605,Nemo sequin,254,Top,Garment Upper body,1010015,Sequin,6,Light Grey,1,Dusty Light,12,Grey,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Short-sleeved top in sequined mesh with a slightly wider neckline. Jersey lining.
0669642001,669642,HOBNOB TURTLENECK,252,Sweater,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,"Long-sleeved polo-neck top in soft, sturdy cotton jersey."
0669674001,669674,LOGG Freddie jogger,272,Trousers,Garment Lower body,1010010,Melange,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Joggers in soft jersey made from an organic cotton blend with an elasticated drawstring waist, side pockets and cuffed hems."
0669682001,669682,Irma sweater,252,Sweater,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in printed sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
0669682002,669682,Irma sweater,252,Sweater,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in printed sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
0669682006,669682,Irma sweater,252,Sweater,Garment Upper body,1010008,Front print,11,Off White,1,Dusty Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in printed sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
0669708001,669708,MADONNA OFF SHOULDER,258,Blouse,Garment Upper body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Short off-the-shoulder top in an airy weave with a sheen. Elastication at the top, long sleeves and elastication and a flounce at the cuffs and hem."
0669710002,669710,SPARKLING TANK,253,Vest top,Garment Upper body,1010009,Glittering/Metallic,51,Light Pink,3,Light,4,Pink,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Pleated top in woven fabric containing glittery threads in a narrow cut at the top with short, narrow shoulder straps, and a faceted button at the back. Lined."
0669713001,669713,Zingo sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Long-sleeved top in sturdy jersey with a boat neck, dropped shoulders and zip at the back."
0669713004,669713,Zingo sweater,252,Sweater,Garment Upper body,1010004,Check,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Long-sleeved top in sturdy jersey with a boat neck, dropped shoulders and zip at the back."
0669713007,669713,Zingo sweater,252,Sweater,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Long-sleeved top in sturdy jersey with a boat neck, dropped shoulders and zip at the back."
0669715001,669715,EMELIE LACE BLOUSE,258,Blouse,Garment Upper body,1010021,Lace,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Lace blouse with a small stand-up collar, an opening with a button at the back of the neck and long, wide sleeves. Scalloped edge at the collar, cuffs and hem. Unlined."
0669737001,669737,PC J Rain,265,Dress,Garment Full body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in glittery jersey with sequins, with a boat neck, low dropped shoulders and long dolman sleeves. Gathered seam at the waist and a fitted skirt. Unlined."
0669779001,669779,Scallop LS,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Top in soft cotton with a slightly wider neckline, long sleeves with decorative seams, and slits in the sides. Longer at the back."
0669804002,669804,Cardamom Body,283,Underwear body,Underwear,1010020,Contrast,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Body in lace with microfibre details, a V-neck and narrow, adjustable shoulder straps. Seam under the bust, a lined gusset with press-studs, and a string back."
0669809001,669809,Tommy blouse,258,Blouse,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Blouse in an airy, printed weave with a round neck with a V-neck opening and ties at the front and long raglan sleeves with a flounce down the sides. Narrow elastication at the cuffs and smocking at the hem. Unlined."
0669814003,669814,Kim fancy boot SG,87,Boots,Shoes,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Boots in imitation leather with a zip in the side. Soft linings and rubber soles. Heel 2 cm.
0669825002,669825,Kahlua strappy soft bra,306,Bra,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in lace with decorative elastic straps at the top, lined cups and narrow, adjustable shoulder straps. Narrow elastication at the hem and a hook-and-eye fastening at the back."
0669845001,669845,Cheri Cardigan,245,Cardigan,Garment Upper body,1010022,Jacquard,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, inside-out jacquard knit with dropped shoulders, long sleeves, front pockets and ribbing at the cuffs and hem. No buttons."
0669851001,669851,Tokyo Sweater,252,Sweater,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Slightly oversized jumper in a chunky rib knit with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
0669882001,669882,Thelma tie top,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in jersey crêpe with dropped shoulders, long, cuffed sleeves, and a decorative tie detail at the hem."
0669882004,669882,Thelma tie top,254,Top,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in jersey crêpe with dropped shoulders, long, cuffed sleeves, and a decorative tie detail at the hem."
0669882005,669882,Thelma tie top,254,Top,Garment Upper body,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in jersey crêpe with dropped shoulders, long, cuffed sleeves, and a decorative tie detail at the hem."
0669882007,669882,Thelma tie top,254,Top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in jersey crêpe with dropped shoulders, long, cuffed sleeves, and a decorative tie detail at the hem."
0669893001,669893,Buckingham cardigan,245,Cardigan,Garment Upper body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Long cardigan in a soft, loose knit with dropped shoulders and long, wide sleeves with ribbed cuffs. No buttons."
0669895001,669895,Princess off shoulder,252,Sweater,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Off-the-shoulder jumper in a soft pattern knit with hole-knit sections, long, wide sleeves and a flounce at the cuffs and hem. Stocking-stitched back."
0669896001,669896,Parker jumper,252,Sweater,Garment Upper body,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Short jumper in a soft, rib-knit cotton blend with a frill trim around the neckline and at the cuffs, long raglan sleeves and a ribbed hem."
0669896002,669896,Parker jumper,252,Sweater,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Short jumper in a soft, rib-knit cotton blend with a frill trim around the neckline and at the cuffs, long raglan sleeves and a ribbed hem."
0669901003,669901,Rossellini Scarf,80,Scarf,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in a soft rib knit. Size 45x160 cm.
0669906001,669906,Beth ruffle top,253,Vest top,Garment Upper body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Mesh top with a yoke and sleeves in transparent mesh. Short, frill-trimmed sleeves, frills at the top that continue over the shoulders, and an opening with a button at the back of the neck. Jersey lining."
0669976001,669976,ZIMMER PRICE CARDI,245,Cardigan,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a foldover V-neck collar, buttons down the front, a small imitation leather appliqué at the hem and ribbing at the cuffs and hem. Soft brushed inside."
0670043002,670043,PE DANIELA COAT,262,Jacket,Garment Upper body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Coat in soft, felted wool containing some cashmere with narrow notch lapels, concealed buttons down the front and pockets in the side seams. Unlined."
0670049002,670049,FENNEL cropped trousers,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7510,Woven,F,Menswear,3,Menswear,28,Men Edition,1011,Shirts,"Trousers in a cotton weave with a lightly brushed finish. Regular waist, a concealed hook-and-eye fastening, zip fly, side pockets and welt back pockets with a button. Adjustable tab with buttons at the sides and gently tapered, ankle-length legs."
0670061001,670061,KRISS ONE SHOULDER LS,254,Top,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,One-shoulder top in organic cotton jersey with 3/4-length sleeves.
0670063001,670063,Flirty Disa ring pk,79,Ring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal rings in various designs.
0670063002,670063,Flirty Disa ring pk,79,Ring,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal rings in various designs.
0670123002,670123,Slim Straight Altered,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"Jeans in washed denim with a regular waist, button fly, side pockets, back pockets and traces of a coin pocket that has been removed. Slim, straight legs."
0670155001,670155,LOGG Kriss dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Short, off-the-shoulder dress in soft organic cotton jersey with short sleeves."
0670193001,670193,Macchiato nightslip,293,Night gown,Nightwear,1010020,Contrast,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Nightdress in soft modal jersey with a V-neck and a contrasting colour lace trim at the top, under the bust and at the hem. Narrow, adjustable shoulder straps that cross at the back."
0670202001,670202,Maddie mid heel,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Ankle boots in imitation leather with a padded top edge and lacing with speed hooks at the front. Satin linings and insoles and chunky rubber soles. Heel 6.5 cm.
0670233004,670233,Sam crewneck,252,Sweater,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Long-sleeved top in soft sweatshirt fabric with ribbing around the neckline, cuffs and hem. Soft brushed inside."
0670233008,670233,Sam crewneck,252,Sweater,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Long-sleeved top in soft sweatshirt fabric with ribbing around the neckline, cuffs and hem. Soft brushed inside."
0670233009,670233,Sam crewneck,252,Sweater,Garment Upper body,1010002,Application/3D,7,Grey,1,Dusty Light,12,Grey,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Long-sleeved top in soft sweatshirt fabric with ribbing around the neckline, cuffs and hem. Soft brushed inside."
0670244001,670244,Cappuccino SP Andes,306,Bra,Underwear,1010020,Contrast,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Super push-up lace bra with decorative straps at the front and underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
0670265002,670265,Cardamom Brazilian Tie Bottom,286,Underwear bottom,Underwear,1010016,Solid,43,Dark Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre and lace with ties, a low waist, lined gusset, wide sides and half-string back."
0670279001,670279,Macciato Hipster,286,Underwear bottom,Underwear,1010020,Contrast,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Briefs in microfibre with lace trims, a mid waist, lined gusset, wide sides and cutaway coverage at the back."
0670279003,670279,Macciato Hipster,286,Underwear bottom,Underwear,1010001,All over pattern,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Briefs in microfibre with lace trims, a mid waist, lined gusset, wide sides and cutaway coverage at the back."
0670286003,670286,Bobo onesie,308,Hoodie,Garment Upper body,1010014,Placement print,9,Black,4,Dark,5,Black,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"All-in-one suit in soft, printed sweatshirt fabric with a jersey-lined hood, zip down the front and pockets in the side seams. Long sleeves with ribbed cuffs and long legs with ribbed hems. Soft brushed inside."
0670295001,670295,CSP Hackney tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Cropped top in ribbed jersey with a V-neck at the front and low-cut back. Three pairs of narrow shoulder straps that cross at the back.
0670334001,670334,ZORROW CLEAN,252,Sweater,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,"Top in sweatshirt fabric made from a cotton blend with long raglan sleeves and a wrapover, jersey-lined funnel collar with a drawstring. Kangaroo pocket, and ribbing at the cuffs and hem."
0670334004,670334,ZORROW CLEAN,252,Sweater,Garment Upper body,1010010,Melange,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,"Top in sweatshirt fabric made from a cotton blend with long raglan sleeves and a wrapover, jersey-lined funnel collar with a drawstring. Kangaroo pocket, and ribbing at the cuffs and hem."
0670334015,670334,ZORROW CLEAN,252,Sweater,Garment Upper body,1010027,Neps,8,Dark Grey,4,Dark,12,Grey,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,"Top in sweatshirt fabric made from a cotton blend with long raglan sleeves and a wrapover, jersey-lined funnel collar with a drawstring. Kangaroo pocket, and ribbing at the cuffs and hem."
0670424001,670424,SPEED Panda,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft fine knit containing some wool with a frill-trimmed, ribbed turtleneck, long sleeves with a ribbed flounce at the cuffs, and ribbing at the hem."
0670424002,670424,SPEED Panda,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft fine knit containing some wool with a frill-trimmed, ribbed turtleneck, long sleeves with a ribbed flounce at the cuffs, and ribbing at the hem."
0670435008,670435,Billie,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cropped vest top in soft jersey made from a cotton blend.
0670485001,670485,PE ELLA COAT,262,Jacket,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Straight-cut coat in a soft, felted wool and cashmere blend with notch lapels and a concealed hook-and-eye fastening at the front. Wide sleeves with sewn-in turn-ups, a tie belt at the waist and patch pockets. Unlined."
0670527001,670527,Charlie Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Knee-length wrap dress in woven fabric with a V-neck, short sleeves and a tie at the waist. Longer at the back."
0670634001,670634,Ebbe blouse,258,Blouse,Garment Upper body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Blouse in airy cotton with an embroidered pattern. Small, frilled collar, buttons down the front, yoke with a frill at the front that continues over the shoulders to the back, long sleeves with buttoned cuffs and a rounded hem."
0670645001,670645,PE ALEK POLO,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Long-sleeved jumper in soft, fine-knit cashmere with a ribbed polo neck and ribbing with slits at the cuffs and hem. Slightly longer at the back."
0670655001,670655,Olivia dress,252,Sweater,Garment Upper body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Knee-length dress in a soft knit containing some wool with a ribbed turtle neck, low dropped shoulders, long sleeves and ribbing at the cuffs and hem."
0670655002,670655,Olivia dress,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Knee-length dress in a soft knit containing some wool with a ribbed turtle neck, low dropped shoulders, long sleeves and ribbing at the cuffs and hem."
0670655003,670655,Olivia dress,252,Sweater,Garment Upper body,1010016,Solid,42,Red,5,Bright,18,Red,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Knee-length dress in a soft knit containing some wool with a ribbed turtle neck, low dropped shoulders, long sleeves and ribbing at the cuffs and hem."
0670687004,670687,Queen B,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"Ankle-length, pull-on trousers in soft twill with elastication at the back of the waist. Loose fit with a fake fly, side pockets, a fake back pocket and tapered legs."
0670691001,670691,PE HEIDI CASHMERE,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Polo-neck jumper in a soft, rib-knit cashmere blend with long sleeves and wide ribbing at the cuffs and hem."
0670698001,670698,Rachel HW Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed stretch denim in a relaxed fit with a high waist, zip fly and button and straight legs with cut-off, raw-edge hems."
0670698002,670698,Rachel Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,7,Medium,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed stretch denim in a relaxed fit with a high waist, zip fly and button and straight legs with cut-off, raw-edge hems."
0670698004,670698,Rachel HW Straight Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,72,Blue,7,Medium,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed stretch denim in a relaxed fit with a high waist, zip fly and button and straight legs with cut-off, raw-edge hems."
0670698013,670698,Rachel HW Denim TRS,272,Trousers,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed stretch denim in a relaxed fit with a high waist, zip fly and button and straight legs with cut-off, raw-edge hems."
0670698022,670698,Rachel or Merry HW Denim TRS,272,Trousers,Garment Lower body,1010023,Denim,81,Light Turquoise,1,Dusty Light,7,Turquoise,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed stretch denim in a relaxed fit with a high waist, zip fly and button and straight legs with cut-off, raw-edge hems."
0670707001,670707,Selena kick flare,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Slim-fit, ankle-length trousers in a stretch weave with a slight sheen. Zip in the side and straight legs that flare at the hem."
0670752001,670752,PE VALERIE,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Long-sleeved jumper in soft, fine-knit cashmere with ribbing around the neckline, cuffs and hem, and slits in the sides. Slightly longer at the back."
0670752002,670752,PE VALERIE,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Long-sleeved jumper in soft, fine-knit cashmere with ribbing around the neckline, cuffs and hem, and slits in the sides. Slightly longer at the back."
0670843001,670843,Lassie Cable Cardigan,252,Sweater,Garment Upper body,1010022,Jacquard,10,White,3,Light,9,White,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Cardigan in a cable knit containing some wool with a V-neck, buttons down the front, dropped shoulders and ribbing at the cuffs and hem."
0670879002,670879,Kendall Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1686,Jersey Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Fitted dress in velour with a patterned mesh top. Cut-out section at the back with a button at the back of the neck, a seam at the waist and a gently bell-shaped skirt. Unlined."
0670944001,670944,W LIDO DRESS EQ,265,Dress,Garment Full body,1010001,All over pattern,14,Dark Beige,2,Medium Dusty,11,Beige,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,Calf-length wrap dress in a cotton and Tencel™ lyocell weave with a V-neck with a concealed press-stud and short sleeves. Seam and a tie belt at the waist and a gently flared skirt with concealed buttons at the front and slits in the sides. Slightly longer at the back. Unlined.
0670950001,670950,W RAFAELA DRESS EQ,265,Dress,Garment Full body,1010016,Solid,22,Yellow,5,Bright,8,Yellow,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Short dress in a textured, cotton-blend weave with a V-neck, long sleeves with gathers on the shoulders and a detachable tie belt at the waist. Rounded hem with short slits in the sides."
0670953001,670953,W CSP ETON DRESS,265,Dress,Garment Full body,1010007,Embroidery,43,Dark Red,4,Dark,6,Lilac Purple,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Knee-length dress in a cotton weave with an opening and ties at the top and a lace trim and flounce with broderie anglaise at the front. Long sleeves with flounces and buttoned cuffs with lace trims, seam with a drawstring at the waist and a flared skirt with broderie anglaise. Lined skirt."
